fire_id,fire_name,year,alarm_date,cont_date,duration_days,gis_acres,cause,lon_centroid,lat_centroid,lag_days,elev_mean,elev_std,slope_mean,nlcd_open_water,nlcd_dev_open,nlcd_dev_low,nlcd_dev_med,nlcd_dev_high,nlcd_barren,nlcd_forest_decid,nlcd_forest_ever,nlcd_forest_mixed,nlcd_shrub,nlcd_grassland,nlcd_pasture,nlcd_crops,nlcd_wetland_woody,nlcd_wetland_herb
CANAL_2024_00056,CANAL,2024,5/30/24,5/31/24,1,899.6971435546875,2,-119.9434617,37.07580856494701,365,119.41043097457568,6.388265056,1.108558029294095,0,0,9.44822373393802e-05,0.000944822,0,0.6318972033257747,0,0,0,0.3668745275888133,0.000188964,0,0,0,0
CODY_2024_00057,CODY,2024,6/8/24,6/9/24,1,890.5767211914062,14,-119.0096092,35.64404669956875,365,319.7187797363062,15.996300304436337,3.640379499766042,0,0,0.18760419731293518,0.047759145,0.001863293,0.12778268118073943,0,0,0,0.6349906835343728,0,0,0,0,0
LISA_2024_00058,LISA,2024,6/16/24,6/18/24,2,889.6239624023438,2,-117.0629746,33.93074287950105,365,642.6739532755641,49.24740882537324,9.211215383853872,0,0,0,0,0,0.015175835400554501,0,0,0,0.9848241645994456,0,0,0,0,0
GROVE_2_2024_00059,GROVE 2,2024,7/24/24,7/29/24,5,863.4775391,1,-116.7352441,33.40441829615376,365,1105.9643284200222,102.30134556963976,5.365352259260986,0,0.000186741,0,0,0,0.092250233,0,0,0,0.907469655,9.337068160597572e-05,0,0,0,0
ROBLAR_2024_00060,ROBLAR,2024,9/7/24,9/12/24,5,856.1542358398438,13,-117.368929,33.406315709891736,365,398.23221131257657,132.1808954613481,9.534242557795025,0.081226388,0.018018018018018018,0.009299622,0.000290613,0,0.003487358,0,0,0,0.14632374309793664,0,0,0.4119442022667829,0.32214472537053185,0.00726533
CREEK_2024_00061,CREEK,2024,7/26/24,8/3/24,8,744.1025391,2,-121.811602,37.51555393346071,365,344.6503291328221,134.56177398401252,9.718936312144438,0,0,0,0,0,0.008607671,0,0,0,0.991392329,0,0,0,0,0
APACHE_2024_00062,APACHE,2024,6/24/24,7/29/24,35,695.3707885742188,5,-121.4941013,39.427067520642325,365,122.86467770827718,30.804109279438222,2.7183611070329268,0,0,0,0,0,0.4535266974291364,0,0,0,0.5462261041529334,0.000247198,0,0,0,0
HERNANDEZ_2024_00063,HERNANDEZ,2024,6/15/24,6/21/24,6,642.2083129882812,14,-120.9701654,36.39539777,365,582.7053466028723,71.29329340054969,7.492529351421936,0,0,0,0,0,0,0,0.40222428174235403,0,0.5976598702502317,0,0,0,0.000115848,0
RANCH_2024_00064,RANCH,2024,6/1/24,6/2/24,1,616.9343262,14,-118.8214434,35.45070367612483,365,328.32790144551484,69.76898096901618,7.431921556042292,0,0,0,0,0,0.47643343051506315,0,0,0,0.5235665694849369,0,0,0,0,0
TULEDAD_2024_00065,TULEDAD,2024,10/6/24,10/9/24,3,563.8791504,10,-120.1233347,40.88525415867599,365,,,,0,0,0,0,0,0,0,0.000359389,0,0.064330638,0.9353099730458221,0,0,0,0
WATER_2024_00066,WATER,2024,6/21/24,6/22/24,1,542.5854492,14,-119.9675488,35.60138985183424,365,286.9767102453088,16.94451244980979,1.4663777778085574,0,0,0,0,0,0.000513699,0,0.21746575342465754,0,0.7820205479452055,0,0,0,0,0
