fire_id,fire_size,ignition_date,containment_date,duration_days,latitude,longitude,ignition_year,ignition_month,hot_days_6mo,avg_fm100_6mo,avg_fm1000_6mo,days_fm100_below_10,avg_max_temp_6mo,avg_min_temp_6mo,hottest_day_6mo,coldest_day_6mo,avg_daily_temp_range,mean_elevation,elevation_variability,mean_slope,open_water,barren,forest_decid,forest_ever,forest_mixed,shrub,grassland,pasture,crops,wetland,wetland_herb,forest_fraction,shrub_fraction,grass_fraction,agriculture_fraction,nonburnable_fraction,dominant_veg,avg_vpd_6mo,avg_wind_6mo,extreme_fire_days,avg_precip_6mo,rainy_days_6mo,avg_humidity_6mo
COUNTRY_2019_02102,85.59668731689453,2018-09-03 00:00:00,2019-09-03 00:00:00,365,38.906240258484914,-120.93190550363644,2018,9,24.0,11.686913586666671,15.10925936555555,85.0,26.19542983333336,12.164936944444463,38.06110000000001,1.3944299999999998,14.030492888888883,524.3934973485722,20.35311582465268,4.968678800257546,0.0,0.0,0.0,0.0122850122850122,0.0,0.0085995085995086,0.9791154791154792,0.0,0.0,0.0,0.0,0.0122850122850122,0.0085995085995086,0.9791154791154792,0.0,0.0,grass_fraction,1.4780370336111117,2.723024698333333,0.0,1.4556173105055554,39.0,72.70845683888888
COUNTRY_2020_01990,1.0168994665145874,2019-09-18 00:00:00,2020-09-17 00:00:00,365,35.04339111497657,-120.55573481185834,2019,9,1.0,15.868240783333327,16.79537048888889,0.0,20.48250061111114,11.157036222222251,38.16668000000004,3.299980000000005,9.325464388888886,65.01523526509602,1.1592306402416266,1.6498739985625557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,forest_fraction,0.5833333334444445,4.483703722222226,0.0,0.5711111379444445,16.0,93.79259285555553
COUNTRY_2021_01289,26.539749145507812,2020-04-29 00:00:00,2021-04-30 00:00:00,366,34.165544636879545,-118.81069286945004,2020,4,,9.986296268333328,10.427129616111115,92.0,20.17296377777781,9.180184222222248,33.58334000000002,2.433340000000044,10.99277955555555,359.07925187687476,18.730595156654314,7.542768180841577,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,shrub_fraction,1.1277499941111118,3.2200925977777772,0.0,0.5293518512777777,17.0,63.230277777777765
COUNTY_2012_04401,19.81853675842285,2011-06-08 00:00:00,2012-06-08 00:00:00,366,39.3315036825912,-121.30207037384952,2011,6,1.0,13.682870362777777,16.54648147222223,44.0,19.307314277777817,5.506480166666689,35.816670000000045,-4.0499999999999545,13.800834111111103,450.9607902660704,29.56820344975179,7.622108548134853,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,forest_fraction,0.8492777801111112,2.941111121333334,0.0,4.179074002,49.0,76.95222211111113
COUNTY_2018_02303,89831.1484375,2017-06-30 00:00:00,2018-07-11 00:00:00,376,38.66106447819935,-122.1671172454498,2017,6,10.0,14.144425537777774,16.159993811111114,38.0,21.493679888888916,7.359236833333357,38.53863000000001,-2.6693199999999706,14.134443055555558,275.04594711239747,182.89912627006063,6.604766344079169,0.0463434406644669,0.0783792240300375,0.0,7.1111616793719425e-06,0.0,0.8135055182614632,0.0018816133803618,0.003996472863807,0.0040377176015473,0.0299237683467971,0.0023125497781317,7.1111616793719425e-06,0.8135055182614632,0.0018816133803618,0.0080341904653543,0.15695898281943318,shrub_fraction,1.0036641263022221,3.1490593368333344,0.0,1.7072474694055562,47.0,81.71393257222219
COUNTY_2021_01439,2.854398488998413,2020-05-08 00:00:00,2021-05-08 00:00:00,365,38.71488578961634,-122.12364008483698,2020,5,,12.702777761666676,13.574444522222226,65.0,19.57749866666669,5.224028444444467,34.47500000000002,-3.099999999999966,14.353470222222217,98.6282640865871,1.059356040960734,0.686658943800391,0.0,0.0,0.0,0.0,0.0,0.8214285714285714,0.0,0.0,0.0,0.1785714285714285,0.0,0.0,0.8214285714285714,0.0,0.0,0.1785714285714285,shrub_fraction,0.9431249992777779,2.999166669444444,0.0,0.796805556222222,35.0,74.4423614611111
COUNTY_LINE_2021_01172,224.92654418945312,2020-07-01 00:00:00,2021-08-15 00:00:00,410,37.84905306389458,-119.63139199559843,2020,7,,10.059197535,12.706358013333329,118.0,13.094690666666695,-1.8586429999999785,30.572230000000047,-16.09445999999997,14.953333666666671,2525.8880464366475,31.447896729041204,4.5515355853795985,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,shrub_fraction,0.788641973666667,2.993395061111112,0.0,2.8477160787555564,44.0,60.1320988555556
COUNTY_ROAD_2_2020_01977,1.242705464363098,2019-06-07 00:00:00,2020-06-06 00:00:00,365,38.90412599412104,-122.05492992637387,2019,6,9.0,14.493641972222234,16.637345633333318,35.0,20.743950722222245,6.8165438888889085,39.25,-0.3277999999999679,13.927406833333334,89.66936753012918,0.4297088147140449,0.2925687206765187,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,shrub_fraction,0.9642222224722226,3.4493827205555556,0.0,0.7798148113944443,46.0,82.45753059444446
COURTNEY_2014_03811,290.9411926269531,2013-09-14 00:00:00,2014-09-22 00:00:00,373,37.31533134453355,-119.58588490869822,2013,9,18.0,8.064753112777783,9.526419704999997,150.0,28.072037444444472,12.849196777777804,37.66110000000003,-1.3055799999999635,15.22284066666666,1054.7431086509248,74.53555272869276,5.427222995243538,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,shrub_fraction,1.9110740794999999,2.617222225,0.0,0.6776543224499999,21.0,55.69401216666668
COUSER_2_2023_00775,3.5,2022-07-18 00:00:00,2023-07-18 00:00:00,365,33.304513671033135,-117.09351018693596,2022,7,1.0,17.064259261111108,19.228703661111123,0.0,20.171575888888917,9.174998722222247,35.91668000000004,0.4500000000000455,10.996577166666665,322.8573259626116,12.442274408243918,8.404625909734213,0.0,0.375,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.375,grass_fraction,0.5920092545844443,3.536111133888888,0.0,1.7305555715333327,40.0,94.52212980555555
COVE_2009_05255,6.1982526779174805,2008-10-09 00:00:00,2009-10-09 00:00:00,365,41.65671633881654,-122.58782216159504,2008,10,19.0,9.387592567222221,11.106851923888884,116.0,27.011854388888914,8.735832444444469,39.000020000000006,-3.5999799999999595,18.27602194444445,,,,0.0,0.0,0.0,0.0,0.0,0.7916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.7916666666666666,0.0,0.0,0.0,shrub_fraction,1.7232962936666676,3.093518504444446,0.0,0.6537962999166669,38.0,67.26157385555558
COVE_2011_04548,1121.3729248046875,2010-05-27 00:00:00,2011-06-02 00:00:00,371,35.65035712558909,-118.36769253044449,2010,5,,13.965000048333344,16.16509281666666,35.0,16.520972055555593,3.5435166666666893,29.825000000000045,-5.266669999999976,12.97745538888889,819.2565144512904,42.688259062432024,1.9398366077752085,0.0,0.0448529411764705,0.0,0.0,0.0,0.9550133689839572,0.0,0.0,0.0,0.0,0.0,0.0,0.9550133689839572,0.0,0.0,0.0448529411764705,shrub_fraction,0.7338796298722219,4.985231513333329,0.0,2.8474536029833346,42.0,80.03319429444443
COVE_2017_02655,30890.861328125,2016-07-25 00:00:00,2017-09-06 00:00:00,408,41.28051255616754,-121.01307205758408,2016,7,,12.906349316666665,16.882491952777777,55.0,16.46387188888891,3.3790802222222434,33.77000000000004,-11.229960000000005,13.084791666666673,,,,0.0,0.0079102776871539,0.0,0.0,0.0,0.5056762034449661,0.4700019385617763,0.0097826446710828,9.456398908731568e-06,0.0026005096999011,0.0002647791694444,0.0,0.5056762034449661,0.4700019385617763,0.009792101069991533,0.010775566556499399,shrub_fraction,0.859801583705556,3.458746050555555,0.0,1.478571422033333,71.0,77.61522256111112
COVE_2017_02961,24.77046585083008,2016-09-23 00:00:00,2017-09-23 00:00:00,365,35.76264023003004,-121.04515364469796,2016,9,58.0,11.167500031666671,12.387499950000004,73.0,30.952499222222265,9.948889000000028,44.42500000000001,2.375,21.00361022222222,346.3722451816906,24.446162104177738,7.006451966073234,0.0,0.0,0.0,0.0584795321637426,0.0,0.9415204678362572,0.0,0.0,0.0,0.0,0.0,0.0584795321637426,0.9415204678362572,0.0,0.0,0.0,shrub_fraction,2.0035138951111118,3.5691666650000013,3.0,0.19236111277777776,11.0,82.37458325000001
COVE_2019_02166,29.09276008605957,2018-06-20 00:00:00,2019-06-23 00:00:00,368,36.70622508051431,-119.33076308539246,2018,6,10.0,14.744722244444448,17.420694366666666,6.0,20.86111100000002,8.108750000000022,40.150000000000034,-1.6999999999999886,12.752361,229.47061000343052,31.91863274921018,8.33193569632767,0.0,0.0,0.0,0.4330357142857143,0.0,0.5669642857142857,0.0,0.0,0.0,0.0,0.0,0.4330357142857143,0.5669642857142857,0.0,0.0,0.0,shrub_fraction,0.9136666699444445,2.7863888955555547,0.0,2.2823611125000003,68.0,83.70486105
COVINGTON_2006_06123,352.2532043457031,2005-07-20 00:00:00,2006-07-23 00:00:00,368,34.06747145099206,-116.35525122133546,2005,7,11.0,8.478518545000002,9.401975306111106,116.0,22.8473461666667,7.263581833333358,38.02780000000001,-5.227759999999989,15.583764333333335,1310.50159305362,45.0220144430368,7.127227841548746,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,shrub_fraction,1.5684259236111102,4.108086420555555,0.0,0.5888888717777776,23.0,58.56530913333335
COWBOY_2002_07440,13.80989933013916,2001-04-06 00:00:00,2002-04-08 00:00:00,367,38.564866497560566,-120.41002810726772,2001,4,,16.352222165555563,19.58787043333333,29.0,12.970644944444475,0.9814820000000234,30.100000000000023,-10.066659999999956,11.989162944444454,1296.211779296875,35.84880260186167,8.919872576004382,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.385,0.0,0.2,0.155,0.0,0.26,0.0,0.385,0.355,shrub_fraction,0.5802037032600001,3.344907415555555,0.0,5.815092497388888,81.0,81.0524068722222
COWBOY_2010_04851,684.3978271484375,2009-09-02 00:00:00,2010-09-07 00:00:00,370,32.619891333938526,-116.51399546652422,2009,9,16.0,13.115123490555554,14.601543294444443,46.0,25.690246666666685,6.865371777777805,39.76113000000004,-1.5277999999999565,18.824874888888893,929.0245761411736,81.58513439505332,6.367733341164097,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,shrub_fraction,1.2900185148277772,3.514567903888889,0.0,0.43024692574999995,13.0,87.73345718333334
COWHEAD_2001_07502,710.4725341796875,2000-08-08 00:00:00,2001-08-09 00:00:00,366,41.86485338823266,-120.07070966031216,2000,8,1.0,11.31530865666667,13.442037099444448,91.0,18.37388633333335,2.5033320555555787,35.21667000000002,-13.005529999999965,15.870554277777769,,,,0.0,0.0,0.0,0.9471153846153846,0.0,0.0482034412955465,0.0,0.0,0.0,0.0,0.0,0.9471153846153846,0.0482034412955465,0.0,0.0,0.0,forest_fraction,1.0686481571666662,3.9753703705555563,0.0,0.6441975403888888,55.0,74.10814847222221
COWHEAD_2017_02931,31.66678047180176,2016-10-09 00:00:00,2017-10-12 00:00:00,368,41.94862390830496,-120.0427870953297,2016,10,2.0,10.83592592833334,12.699536996111119,91.0,23.017313444444486,7.066297111111137,35.51666,-4.833319999999958,15.951016333333332,,,,0.0,0.0,0.0,0.0,0.0,0.7780748663101604,0.1657754010695187,0.0,0.0,0.0053475935828877,0.0508021390374331,0.0,0.7780748663101604,0.1657754010695187,0.0,0.0561497326203208,shrub_fraction,1.324027774,3.816296286666666,0.0,0.6658333273888889,41.0,74.43583321111107
COWPIE_2005_06337,4983.3828125,2004-08-01 00:00:00,2005-08-01 00:00:00,365,36.813349166016856,-120.8135394689451,2004,8,23.0,12.630583334444449,14.956361013333332,63.0,24.921554388888904,10.181805055555579,41.36498,2.75,14.739749333333343,265.80564805367885,57.31308222638445,4.058001312320521,0.0,0.0019233875111952,0.0,0.0,0.0,0.9969460717379496,0.0,0.0,0.0,0.0010571290137867,0.0,0.0,0.9969460717379496,0.0,0.0,0.0029805165249819,shrub_fraction,1.3926416685555558,3.8809722294444446,1.0,0.814555581761111,44.0,80.82941684444444
COWSHED_LIGHTNING_2008_05332,4465.6806640625,2007-06-22 00:00:00,2008-07-15 00:00:00,389,39.03135851776586,-123.61080730934246,2007,6,,17.030659705555557,20.68281255555555,10.0,16.071180555555564,3.978854611111131,32.73126000000002,-1.3125,12.092325944444443,357.85199610450445,117.147150991214,13.067477460751256,0.000249895876718,2.7766208524226015e-05,0.0,0.8517839788976815,0.0,0.0586699986116895,0.0004720255449118,0.0087463556851311,0.0,0.0154657781479938,0.0146050256837428,0.8517839788976815,0.0586699986116895,0.0004720255449118,0.0087463556851311,0.030348465916978824,forest_fraction,0.5655451398111112,5.993090307777778,0.0,4.0634027973333335,55.0,89.86840274999999
COWTRACK_2023_00571,322.9609069824219,2022-07-20 00:00:00,2023-07-20 00:00:00,365,37.87981846663559,-118.9043743103586,2022,7,,11.346574132222226,14.802777743333325,83.0,9.000648388888912,-1.8749083888888707,30.40002000000004,-16.66665999999998,10.875556777777783,2407.6198768028844,17.310097453949766,1.5911052649797637,0.0,0.0672713529856387,0.0,0.0,0.0,0.9327286470143612,0.0,0.0,0.0,0.0,0.0,0.0,0.9327286470143612,0.0,0.0,0.0672713529856387,shrub_fraction,0.5991203716555558,3.552777782777775,0.0,2.0044444643888886,52.0,64.25120351666669
COW_2010_04956,26.217844009399418,2009-08-01 00:00:00,2010-08-06 00:00:00,370,39.161149933159265,-123.05195005856228,2009,8,,14.955277784444434,19.67546299444445,48.0,17.969074666666693,7.350738722222243,34.983330000000024,-1.4166999999999916,10.618335944444448,1088.9612905401932,57.15975692275782,13.004375573207303,0.0,0.0,0.0,0.0,0.0,0.9081632653061223,0.0918367346938775,0.0,0.0,0.0,0.0,0.0,0.9081632653061223,0.0918367346938775,0.0,0.0,shrub_fraction,0.7871018430900002,5.243425895555555,0.0,2.7080555882222224,53.0,79.64712964444443
COW_2010_04975,20.36153221130371,2009-06-19 00:00:00,2010-06-20 00:00:00,366,35.61518750173885,-118.02436537383598,2009,6,1.0,10.991358058333335,12.58413575277778,91.0,16.59487694444446,5.155617611111134,35.42780000000005,-4.43889999999999,11.439259333333345,1555.1060052565583,39.863717091880055,9.362082492233112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,forest_fraction,0.9114629630188888,3.8162963083333357,0.0,0.8910493895500005,27.0,67.9025923277778
COW_2011_04629,135.88479614257812,2010-09-10 00:00:00,2011-09-17 00:00:00,372,35.502693401979435,-118.67602967939236,2010,9,5.0,10.553518462222225,12.485092578888887,88.0,24.488148555555583,9.807127944444467,36.35000000000002,-2.849999999999966,14.681020611111116,1041.0158921947743,70.04190641167722,9.37336604571104,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,shrub_fraction,1.468092592222222,2.8638888811111114,0.0,1.0384259101666669,21.0,72.46740742222225
COW_2012_04449,10.868765830993652,2011-08-06 00:00:00,2012-08-10 00:00:00,370,37.43843045250718,-119.21764114653236,2011,8,,10.23086423722222,12.035555571111109,104.0,18.039876833333363,3.852345055555578,31.616700000000037,-10.405550000000005,14.187531777777776,1784.311774359809,37.43597391860489,12.203632668563897,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,shrub_fraction,1.0280123427444443,4.197283937222226,0.0,1.739259258611111,27.0,63.0828396
COW_2016_03276,94.76297760009766,2015-09-26 00:00:00,2016-09-29 00:00:00,369,40.633902098218755,-122.03391873083352,2015,9,55.0,8.797083366666666,11.255694456666657,126.0,30.812222000000045,15.080001222222242,42.92500000000001,4.900000000000034,15.73222077777778,295.50766151667364,34.0698215334768,5.455350588712367,0.0,0.0398481973434535,0.0,0.0,0.0,0.9601518026565464,0.0,0.0,0.0,0.0,0.0,0.0,0.9601518026565464,0.0,0.0,0.0398481973434535,shrub_fraction,2.104430555888888,3.73430556111111,1.0,0.8220833226666665,27.0,61.32722260000003
COW_2017_02954,25.923385620117188,2016-09-07 00:00:00,2017-11-17 00:00:00,436,36.94080994575763,-118.87523598605624,2016,9,,10.29712968333333,12.679259286111117,104.0,17.051016611111137,4.154537722222245,26.933340000000044,-10.683359999999993,12.896478888888888,2589.198935614692,18.896838665956743,4.644591203745201,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,shrub_fraction,0.8893425982944445,2.1624073930555565,0.0,1.5851851790000002,30.0,64.5595374888889
COW_2019_02014,1875.9881591796875,2018-07-25 00:00:00,2019-11-21 00:00:00,484,36.28981758734842,-118.2171979107409,2018,7,,13.380277678333329,16.442592642777782,47.0,10.650556444444469,-3.943283166666643,23.841670000000022,-23.08332999999999,14.593839611111116,2707.333804903031,126.52808729344544,5.152694665611853,0.0,0.0,0.0,0.0,0.0,0.9998325892857144,0.0,0.0,0.0,0.0,0.0,0.0,0.9998325892857144,0.0,0.0,0.0,shrub_fraction,0.5608703645166666,2.927870358333331,0.0,2.310462971999999,62.0,78.53356448333334
COW_2019_02214,15.383965492248535,2018-09-24 00:00:00,2019-09-24 00:00:00,365,40.612149678396655,-122.03846602173964,2018,9,49.0,10.653148178888891,13.27833341555556,102.0,29.898518444444466,14.765742500000034,40.75,5.7000000000000455,15.132775944444445,344.6794859942268,10.00514600706992,2.314891746370346,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,shrub_fraction,1.826851862222222,3.7636110777777763,0.0,1.2956481170555554,38.0,70.45351846666667
COW_2021_01144,761.1112670898438,2020-06-20 00:00:00,2021-06-26 00:00:00,371,40.54732730349196,-122.11315332542992,2020,6,12.0,12.297777811666661,15.417268503888879,74.0,21.51870377777781,7.256296722222247,42.299980000000005,-3.333349999999996,14.26240705555555,238.47605173119567,33.383499996319586,3.4156429255937897,0.0,0.0165418980922482,0.0,0.0,0.0,0.9834581019077516,0.0,0.0,0.0,0.0,0.0,0.0,0.9834581019077516,0.0,0.0,0.0165418980922482,shrub_fraction,1.2031296338233335,4.585000002222222,3.0,1.8640277619222227,59.0,70.60199040555554
COW_2024_00089,370.8842468261719,2023-05-16 00:00:00,2024-05-18 00:00:00,368,35.49746401828292,-118.69007114680912,2023,5,,12.40654312277778,14.257962944444444,51.0,13.043951111111134,4.059504000000024,26.838900000000024,-4.638899999999978,8.984447111111109,800.2506707199925,152.5611051931303,15.114776724960263,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,shrub_fraction,0.6552098766888889,2.0345061704444443,0.0,2.293456803972223,56.0,68.19370329444442
COW_CAMP_2016_03428,10.550702095031738,2015-08-30 00:00:00,2016-08-29 00:00:00,365,33.52682744185465,-117.59437093627744,2015,8,7.0,14.079135747222221,14.450370286111115,7.0,25.916483055555585,13.768948777777807,42.82778000000002,5.550000000000011,12.147534277777764,79.84738945238519,3.1879326666765495,1.2782231016195864,0.0,0.6483516483516484,0.0,0.0,0.0,0.3516483516483517,0.0,0.0,0.0,0.0,0.0,0.0,0.3516483516483517,0.0,0.0,0.6483516483516484,shrub_fraction,1.073537042055556,3.115061745555555,0.0,0.3226543329111111,19.0,90.06401177222219
COX_2002_07288,424.07965087890625,2001-05-18 00:00:00,2002-05-18 00:00:00,365,37.436569970766534,-121.16699185949942,2001,5,,16.813333289999996,18.731296288888892,11.0,17.177593222222246,5.765863388888907,31.438900000000046,-3.9611299999999687,11.41172983333334,104.63748972138583,33.204113592555764,3.8109274099270984,0.0,0.0162018047579983,0.0,0.0131255127153404,0.0,0.9706726825266612,0.0,0.0,0.0,0.0,0.0,0.0131255127153404,0.9706726825266612,0.0,0.0,0.0162018047579983,shrub_fraction,0.6208888869949996,3.5594444472222215,0.0,1.1362345747777773,46.0,90.30901216666663
COYOTE_2003_06903,18704.779296875,2002-07-16 00:00:00,2003-07-23 00:00:00,372,33.38854960991982,-116.58178248792224,2002,7,9.0,11.158740742222214,13.050851866111108,87.0,21.618760222222235,6.163515888888911,39.146720000000016,-3.6966599999999517,15.455244333333331,1335.045464988552,222.4191498254253,9.66294353184338,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,shrub_fraction,1.2627240691666666,3.8176851877777778,0.0,1.432166666838889,32.0,70.88814857222222
COYOTE_2006_06070,1359.8829345703125,2005-07-20 00:00:00,2006-07-21 00:00:00,366,36.06079254782479,-118.8934179529011,2005,7,35.0,12.445555469444459,14.927777763888896,71.0,24.918024277777814,9.915553555555574,41.94998000000004,-4.694429999999954,15.002470722222228,296.25339937743456,97.02696511596072,7.338299541644617,0.0,0.0,0.0,0.0,0.0,0.971879815100154,0.0,0.0,0.0,0.0,0.0,0.0,0.971879815100154,0.0,0.0,0.0,shrub_fraction,1.445901240944445,2.4867283881111106,1.0,1.2213580473055556,54.0,76.0435805277778
COYOTE_2007_05951,18.42541122436523,2006-08-30 00:00:00,2007-08-31 00:00:00,366,41.20538845996944,-120.28736563951986,2006,8,1.0,10.463194430555557,12.842361151111115,97.0,21.05152866666668,3.6347217777778,35.67500000000001,-8.75,17.416806888888893,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,shrub_fraction,1.1981944438888887,4.09500000111111,0.0,0.6197222230555555,27.0,71.84902785555556
COYOTE_2018_02529,15.425618171691896,2017-07-14 00:00:00,2018-07-19 00:00:00,370,40.86332549014875,-120.96089648530122,2017,7,,13.931759215555571,17.258333361111116,47.0,14.182688000000022,0.7360185000000248,32.233330000000024,-15.266669999999976,13.446669500000004,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,shrub_fraction,0.7252037053277773,4.2639814638888875,0.0,1.9785185239444438,64.0,77.32935167222224
COYOTE_2020_01553,1485.0753173828125,2019-07-16 00:00:00,2020-07-18 00:00:00,368,36.67474444031701,-120.99896791112646,2019,7,7.0,11.586111036111106,13.632546305000004,74.0,21.556991944444473,8.361526611111136,37.13336000000004,-2.849999999999966,13.195465333333338,865.3213292873265,102.12921216233248,8.406120952477597,0.0,0.1461538461538461,0.0,0.0,0.0,0.790472027972028,0.0,0.0103146853146853,0.0,0.0027972027972027,0.0502622377622377,0.0,0.790472027972028,0.0,0.0103146853146853,0.1992132867132865,shrub_fraction,1.190810182022222,3.2463426005555567,0.0,0.7738426137444444,36.0,73.11828732222229
COYOTE_2021_01194,132.28269958496094,2020-07-09 00:00:00,2021-07-19 00:00:00,375,41.754194401796326,-121.29651068264852,2020,7,5.0,13.756203717222217,15.342592574999998,31.0,16.413981277777797,0.028242444444467513,39.05000000000001,-14.433359999999993,16.385738833333335,,,,0.0,0.0,0.0,0.0,0.0,0.6319073083778967,0.3680926916221034,0.0,0.0,0.0,0.0,0.0,0.6319073083778967,0.3680926916221034,0.0,0.0,shrub_fraction,0.8384537019111113,3.2429629619444422,0.0,0.3361111088888888,43.0,86.64731468333333
COYOTE_2021_01255,42.75489044189453,2020-06-02 00:00:00,2021-06-06 00:00:00,369,33.88688925279108,-116.89149850773168,2020,6,,9.15842591277778,10.076944438333333,117.0,17.800461611111132,7.25601944444447,32.96667000000002,-1.4833399999999983,10.544442166666668,965.6593909557956,46.82571900440369,13.051480318039708,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,shrub_fraction,1.057527775111111,3.2875926061111103,0.0,0.947222216888889,27.0,56.92935246111112
COYOTE_2021_01347,15.355307579040527,2020-04-30 00:00:00,2021-05-01 00:00:00,366,34.24041724226243,-118.79261879740292,2020,4,,9.535462981666667,9.976759253888888,97.0,20.066665777777814,9.317683944444465,34.450000000000045,0.7333300000000236,10.748981833333334,333.911783718533,39.082561875398675,10.627236064711257,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,shrub_fraction,1.167148148,3.3270370288888893,0.0,0.5130555465000001,16.0,60.06537054444445
COYOTE_2021_01418,4.88959264755249,2020-01-22 00:00:00,2021-01-21 00:00:00,365,35.45702300483708,-120.49955426738704,2020,1,38.0,13.61305551722222,13.3670833111111,34.0,27.135277111111115,5.788055333333359,45.000020000000006,-4.224999999999966,21.347221777777783,421.2735664367676,8.203836161068756,4.693964478387693,0.0,0.0,0.0,0.0,0.0,0.238095238095238,0.7619047619047619,0.0,0.0,0.0,0.0,0.0,0.238095238095238,0.7619047619047619,0.0,0.0,grass_fraction,1.5952638852555565,3.614722211111111,3.0,0.34249999777777773,14.0,87.49847231666668
COYOTE_2022_00841,296.95166015625,2021-09-07 00:00:00,2022-09-08 00:00:00,366,41.83405796627496,-121.79311737597658,2021,9,9.0,13.412036964444448,15.041111099999995,28.0,21.88499938888892,4.033239444444467,37.433340000000044,-7.950019999999995,17.851759944444446,,,,0.0,0.0,0.0,0.0,0.0,0.3010057471264368,0.3864942528735632,0.0675287356321839,0.0535201149425287,0.0387931034482758,0.0944683908045977,0.0,0.3010057471264368,0.3864942528735632,0.1210488505747126,0.13326149425287348,grass_fraction,1.0945462990000001,3.191759254444445,0.0,0.591759258922222,52.0,87.88351854444443
COYOTE_2023_00564,466.5,2022-08-17 00:00:00,2023-08-19 00:00:00,367,32.640682041708835,-116.63577115462748,2022,8,16.0,13.70333330055556,15.391790077777788,47.0,22.710742000000025,10.576297666666687,37.094449999999995,-0.4944499999999721,12.134444333333327,813.1046196032189,56.35820365303997,4.941768090048484,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,shrub_fraction,1.079228390628333,4.211913562222222,0.0,1.208703712916667,24.0,82.93648146111111
CRABTREE_2017_03022,14.156601905822754,2016-06-21 00:00:00,2017-06-21 00:00:00,365,37.655124253015025,-120.60705134550936,2016,6,8.0,17.62345678888889,21.83074077222222,6.0,20.762653833333367,8.337159222222244,41.461100000000044,-1.2166799999999967,12.425494611111114,75.01578069488387,7.742816633420444,2.4550458977258094,0.0,0.3418803418803419,0.0,0.0,0.0,0.6581196581196581,0.0,0.0,0.0,0.0,0.0,0.0,0.6581196581196581,0.0,0.0,0.3418803418803419,shrub_fraction,0.7924444395555555,3.952469098333335,0.0,2.382037002916667,63.0,92.25191362777778
CRABTREE_2019_02250,9.963890075683594,2018-05-13 00:00:00,2019-05-13 00:00:00,365,37.63596934677505,-120.58357146376362,2018,5,,17.978611093888894,20.32805546666666,7.0,17.935140111111124,6.467638555555581,32.80000000000001,-2.0249999999999773,11.467501555555554,40.17855998668593,1.3382845310094966,0.6307338631028991,0.0,0.0208333333333333,0.0,0.0,0.0,0.9791666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.9791666666666666,0.0,0.0,0.0208333333333333,shrub_fraction,0.5752916667888889,3.558749990555556,0.0,2.3548611224444445,64.0,91.95222208333335
