date,days_to_ignition,phase,bi,erc,fm100,fm1000,tmmx,tmmn,rmax,rmin,pr,vpd,vs
2021-01-20,-175,pre_fire,28.102858,37.805714,11.439428,16.791542,282.89175,267.65485,67.87509,24.632685,0.09634285,0.5193943,2.6848001
2021-01-21,-174,pre_fire,25.765715,37.501713,11.0077715,16.552,282.17053,269.23096,62.133026,26.568228,0.10651429,0.50624,2.3692572
2021-01-22,-173,pre_fire,2.7005715,24.282286,13.125714,16.656,274.77805,268.81635,81.323654,59.48548,2.2431998,0.17596571,2.6248
2021-01-23,-172,pre_fire,20.890285,28.282286,15.324572,16.793943,276.91153,264.90594,97.40903,51.603085,0.3162286,0.17272,3.628457
2021-01-24,-171,pre_fire,0.0,17.456,18.389942,17.656115,274.7528,264.22025,96.59909,54.120113,7.130057,0.14272,3.0313141
2021-01-25,-170,pre_fire,0.88114285,15.332571,19.814629,17.9784,271.44208,260.92767,98.95726,63.64743,1.8555427,0.065897144,4.9326854
2021-01-26,-169,pre_fire,0.0,11.645715,22.37017,19.290972,271.34558,259.39716,97.002625,52.55943,14.353714,0.105280004,6.211543
2021-01-27,-168,pre_fire,0.0,7.262857,23.891315,20.475883,274.16925,270.00687,86.9232,73.19931,24.620344,0.115234286,7.3833146
2021-01-28,-167,pre_fire,0.0,3.1622858,25.67657,21.922972,273.62756,269.62192,94.438286,81.757256,20.288,0.059885714,3.9615998
2021-01-29,-166,pre_fire,3.008,7.6994286,23.422514,22.083773,276.00217,268.64868,83.54629,55.122284,3.1202288,0.19729143,3.2963428
2021-01-30,-165,pre_fire,6.217143,11.131429,20.896341,22.020344,277.4489,268.26413,80.78491,46.598057,1.0529143,0.25654855,4.110628
2021-01-31,-164,pre_fire,11.777143,15.610286,18.4784,21.689941,278.7456,269.5816,72.94137,41.833942,0.7586286,0.32356572,3.9664001
2021-02-01,-163,pre_fire,6.912,13.313143,18.380457,21.969715,280.9464,271.86447,73.747086,42.392,11.541257,0.37303996,5.618171
2021-02-02,-162,pre_fire,3.3508573,8.376,20.336912,22.450857,277.2817,270.31018,94.27291,68.405945,8.2344,0.12687999,4.9323425
2021-02-03,-161,pre_fire,4.133714,8.957714,20.635544,22.361486,274.1657,265.13577,96.70903,58.9256,1.6415999,0.12513143,5.5261717
2021-02-04,-160,pre_fire,7.917714,12.986286,19.405943,22.1136,279.33783,264.7126,88.0992,33.296112,1.180457,0.32668573,4.299086
2021-02-05,-159,pre_fire,17.700571,19.36,17.437601,21.80857,283.51923,268.08173,76.79063,27.455883,0.29245716,0.5042286,3.5493715
2021-02-06,-158,pre_fire,20.968,24.109715,14.871771,21.439085,286.89267,269.2329,61.210285,18.00343,0.1552,0.7333943,2.9805715
2021-02-07,-157,pre_fire,25.419428,29.165714,12.346514,20.88526,286.71863,269.78125,45.620113,13.784685,0.012685714,0.7964913,2.860343
2021-02-08,-156,pre_fire,27.126858,31.141714,10.786858,20.2264,283.65942,270.57544,47.158054,19.391886,0.0,0.63821715,3.1541712
2021-02-09,-155,pre_fire,20.968,28.917715,10.768114,19.5304,282.40045,272.0545,66.10583,34.65246,0.22937143,0.4704457,2.9667428
2021-02-10,-154,pre_fire,20.684572,30.10743,11.604914,19.029715,284.72983,272.16205,80.561714,36.529713,0.19371432,0.47442284,2.3028572
2021-02-11,-153,pre_fire,4.328,18.553143,14.823543,19.483772,279.1176,271.7737,84.89417,56.53348,15.61223,0.23416002,3.876914
2021-02-12,-152,pre_fire,1.2594286,14.784,17.313028,20.187313,280.66696,271.11438,88.07771,49.76526,8.846286,0.27912,3.4881144
2021-02-13,-151,pre_fire,0.0,10.888,19.502285,21.063545,277.856,268.89008,93.670975,55.804226,7.535086,0.19261715,6.7352
2021-02-14,-150,pre_fire,2.7394285,11.7417145,19.030857,21.406057,275.85464,269.2992,80.05269,55.046402,3.6251428,0.2069486,3.0641143
2021-02-15,-149,pre_fire,7.4662857,11.397715,19.713942,21.776115,279.58685,270.56192,93.794975,58.528343,3.4057143,0.19591999,7.654857
2021-02-16,-148,pre_fire,23.282286,18.636572,18.631315,21.532455,277.9721,266.35165,89.3696,42.362057,0.16811429,0.26112002,5.1457143
2021-02-17,-147,pre_fire,24.547428,22.805714,16.562172,21.119314,277.43417,264.939,75.19862,32.44183,0.048457142,0.3170743,4.131657
2021-02-18,-146,pre_fire,1.0297142,13.386286,17.212,21.114172,275.21225,266.5224,80.28868,46.475544,4.4770284,0.22121145,4.0141716
2021-02-19,-145,pre_fire,0.0,10.466286,19.168344,21.549143,278.92,269.73212,93.211426,56.34583,6.3872,0.2043543,5.7352004
2021-02-20,-144,pre_fire,2.7268572,10.846857,19.790514,21.724,276.61838,266.3337,96.18765,52.024,2.8694854,0.18114285,4.654057
2021-02-21,-143,pre_fire,19.821714,19.763428,18.110172,21.580456,281.22363,266.06708,85.70926,31.138514,0.21748574,0.3910743,3.6704001
2021-02-22,-142,pre_fire,20.435429,23.582857,15.500457,21.12937,287.47098,270.34927,66.8792,21.244457,0.20491427,0.71786284,3.2928
2021-02-23,-141,pre_fire,26.061714,27.483429,13.556685,20.650286,285.20456,268.56,64.36263,20.673143,0.054285713,0.6329371,3.712457
2021-02-24,-140,pre_fire,31.971428,28.917715,12.342742,20.25497,276.8265,265.2344,62.652805,28.524,0.0006857143,0.34765714,5.029943
2021-02-25,-139,pre_fire,29.702858,31.966858,11.737371,19.593828,283.98788,265.42743,71.56,19.644571,0.0,0.5657714,3.6718855
2021-02-26,-138,pre_fire,37.12343,31.824,12.205943,19.0216,281.3496,265.46695,83.09188,28.4744,0.0021714286,0.41458288,5.9540577
2021-02-27,-137,pre_fire,32.98514,31.69143,12.431086,18.592915,277.97086,265.4039,79.78971,34.586285,0.0,0.31334856,4.844686
2021-02-28,-136,pre_fire,33.470856,33.978287,11.980115,18.326857,281.92548,265.98138,73.3416,24.50663,0.006857143,0.47161144,4.3896003
2021-03-01,-135,pre_fire,30.898285,35.114285,11.580915,18.0408,283.7967,268.37314,71.52217,24.740572,0.0,0.53677714,3.5388572
2021-03-02,-134,pre_fire,29.541714,36.321144,11.282971,17.762056,285.7991,269.25476,71.65634,23.02057,0.0,0.62101716,2.965257
2021-03-03,-133,pre_fire,29.450285,38.029713,10.578743,17.46,285.93484,270.00137,63.330055,21.296915,0.0,0.6598972,2.6921144
2021-03-04,-132,pre_fire,36.444572,38.942856,10.288571,16.967428,284.09705,270.4336,66.31954,26.657255,0.0011428571,0.5563886,4.318857
2021-03-05,-131,pre_fire,4.885714,27.362286,11.9336,16.971199,285.42194,271.61362,71.79349,29.023085,4.7058287,0.5811771,4.881143
2021-03-06,-130,pre_fire,0.0,21.238857,14.886857,17.335428,278.70218,268.636,93.94926,50.38297,4.4346285,0.22731428,5.387771
2021-03-07,-129,pre_fire,18.642286,31.900572,13.933714,17.2048,283.08972,268.31876,77.149376,28.523542,0.26434287,0.47548574,1.6578286
2021-03-08,-128,pre_fire,7.776,22.883429,15.073601,17.501486,276.96848,268.27417,83.86891,48.981716,3.0472,0.23344001,6.394057
2021-03-09,-127,pre_fire,0.0,17.537144,17.101257,18.268684,274.89407,267.85358,82.740234,54.560455,8.667657,0.19003429,4.8923426
2021-03-10,-126,pre_fire,0.0,14.035429,19.294172,19.13463,274.4904,265.86285,96.46514,60.214745,6.8333716,0.122719996,2.8499427
2021-03-11,-125,pre_fire,4.173714,15.561143,19.2128,19.319199,276.6216,265.98056,94.14103,49.327084,1.8067428,0.19633144,4.128
2021-03-12,-124,pre_fire,17.115429,24.177143,16.639887,18.861258,282.2775,267.13315,71.03463,25.08937,0.58914286,0.48710856,4.3253713
2021-03-13,-123,pre_fire,23.953142,31.469715,13.983772,18.255886,286.11313,267.9898,58.040688,15.949828,0.20834287,0.70957714,2.9813716
2021-03-14,-122,pre_fire,7.8845716,21.332571,15.502628,18.78023,280.92203,268.27325,86.99806,38.358402,6.389143,0.34626287,5.117486
2021-03-15,-121,pre_fire,1.6034286,15.619429,17.438515,19.22,274.1679,267.00916,93.99292,63.08092,3.8045714,0.123040006,4.605943
2021-03-16,-120,pre_fire,15.810286,23.523428,17.130173,19.088,280.3527,266.5256,92.488914,37.05017,0.6482286,0.32255998,2.4708571
2021-03-17,-119,pre_fire,21.123428,25.601143,16.584457,18.904345,282.88458,267.78687,91.47851,34.171658,0.22011429,0.3978857,3.107543
2021-03-18,-118,pre_fire,2.4377143,14.797714,18.240685,19.509142,279.06296,273.34845,84.20411,63.488457,12.232114,0.23080002,5.911314
2021-03-19,-117,pre_fire,7.910857,15.465143,18.883543,19.750513,278.03793,270.8159,92.99006,62.456116,2.979314,0.17357714,5.0684576
2021-03-20,-116,pre_fire,5.6857142,15.537143,18.900114,19.985144,277.80832,267.45108,91.516,47.513824,3.0427427,0.23153143,3.5101714
2021-03-21,-115,pre_fire,22.577143,25.905144,16.474972,19.698744,282.21222,266.7287,76.10389,26.245829,0.14777143,0.46260568,3.2568002
2021-03-22,-114,pre_fire,3.5097144,18.496,15.769372,19.501827,280.89154,269.31256,81.01475,38.02217,1.2235429,0.36426285,3.8677714
2021-03-23,-113,pre_fire,20.266285,23.053715,14.937715,19.261715,277.78046,267.67267,77.76959,40.26091,0.58468574,0.2960457,7.316229
2021-03-24,-112,pre_fire,27.350857,30.569143,13.612114,18.921257,283.82755,268.32538,74.04092,25.614513,0.0736,0.5267657,3.6076572
2021-03-25,-111,pre_fire,30.405714,29.450285,13.678058,18.520115,279.25314,269.32617,83.24995,44.406517,0.016,0.29724574,4.6165714
2021-03-26,-110,pre_fire,32.563427,34.232,12.4424,18.036686,284.2056,268.5929,70.26251,24.248798,0.03497143,0.5561257,4.278057
2021-03-27,-109,pre_fire,25.75657,36.637714,10.948113,17.525028,290.65347,271.58124,56.88948,15.172686,0.23737144,0.95779425,2.7878857
2021-03-28,-108,pre_fire,33.890285,40.649143,9.738513,17.140915,290.16287,273.0775,52.87577,16.385714,0.0076571433,0.9471314,3.2554286
2021-03-29,-107,pre_fire,39.830856,39.546288,10.082744,16.780342,283.59842,269.43875,74.65063,28.913942,0.0,0.50685716,4.9622855
2021-03-30,-106,pre_fire,45.848,41.933716,9.664,16.38663,283.84207,268.3801,63.796116,21.79817,0.0,0.57957715,5.8931427
2021-03-31,-105,pre_fire,44.99314,44.566856,9.030628,16.01063,290.09485,271.61154,58.928917,16.332228,0.0,0.91770285,5.010628
2021-04-01,-104,pre_fire,37.858284,46.26743,8.703199,15.476686,290.70322,273.50208,60.05943,18.320343,0.0,0.93951994,3.2898288
2021-04-02,-103,pre_fire,41.981716,47.88114,8.393485,15.050514,290.97806,274.45142,58.213142,18.931429,0.0,0.9612686,3.8809144
2021-04-03,-102,pre_fire,42.73257,49.08457,8.2483425,14.6928005,291.14194,274.66663,59.84674,19.853487,0.0,0.95368,3.8340569
2021-04-04,-101,pre_fire,41.22057,49.085712,8.462972,14.503201,290.51794,273.77625,66.89771,21.9208,0.0,0.87009144,3.5297143
2021-04-05,-100,pre_fire,44.548573,46.841145,9.56,14.302286,286.4624,271.7585,81.00686,30.899544,0.0,0.5688115,4.569257
2021-04-06,-99,pre_fire,37.058285,48.837715,9.648685,14.076343,289.53018,271.4705,73.068,21.514286,0.0,0.7895771,2.7213717
2021-04-07,-98,pre_fire,37.594284,45.512,10.088458,13.973143,288.00983,272.9602,76.897484,28.757942,0.14297144,0.65813714,4.2248
2021-04-08,-97,pre_fire,41.606857,48.659428,10.170971,13.7064,287.84146,272.0463,74.771545,26.144571,0.0,0.67776006,3.6042285
2021-04-09,-96,pre_fire,39.736,50.713142,9.764228,13.462971,289.79727,272.4785,67.48674,20.955656,0.0,0.8332914,2.932457
2021-04-10,-95,pre_fire,44.82514,52.418285,9.2744,13.226057,290.5094,272.6418,64.40914,19.228117,0.0,0.8928686,3.6017144
2021-04-11,-94,pre_fire,44.997715,52.574856,9.2112,13.102743,289.41293,272.2464,68.6432,21.310858,0.0,0.8103429,3.6488
2021-04-12,-93,pre_fire,45.79657,54.489143,8.817257,12.790972,289.17554,272.1208,61.80617,19.177713,0.0,0.83637714,3.502743
2021-04-13,-92,pre_fire,45.95657,52.072,8.920914,12.606743,283.64505,271.83804,63.82983,29.199085,0.09577143,0.54205716,4.550857
2021-04-14,-91,pre_fire,43.264,52.386284,9.505714,12.515429,283.63065,270.18686,75.65943,31.006287,0.0,0.48703998,3.461943
2021-04-15,-90,pre_fire,43.770287,53.648,9.756685,12.327429,286.10135,270.32434,75.09554,25.897831,0.0,0.6044686,3.2910857
2021-04-16,-89,pre_fire,46.59086,54.816,9.564,12.169258,288.3738,272.7618,68.33097,23.886402,0.0,0.74464,3.6052573
2021-04-17,-88,pre_fire,58.072,56.46857,9.133142,12.005143,289.24823,273.02457,62.931313,20.935656,0.0,0.8264343,5.289143
2021-04-18,-87,pre_fire,44.51657,58.764572,8.625372,11.852,293.85233,274.0136,60.94697,15.481942,0.0,1.1515428,2.699314
2021-04-19,-86,pre_fire,47.289143,59.89257,8.197486,11.604571,293.8009,276.568,57.475773,18.071543,0.0,1.1551543,3.0506287
2021-04-20,-85,pre_fire,34.66857,52.826286,9.070857,11.620686,289.0881,274.78055,72.07383,28.648912,1.0855999,0.73621714,3.3755429
2021-04-21,-84,pre_fire,56.665142,59.131428,8.7512,11.439428,289.96973,273.46902,63.086285,20.858402,0.0,0.8619542,4.6489143
2021-04-22,-83,pre_fire,56.78057,60.56,8.476,11.202857,290.66525,273.76526,62.1336,19.965027,0.0,0.91347426,4.4454856
2021-04-23,-82,pre_fire,40.380573,53.41714,9.532457,11.286285,291.26306,273.32092,79.746506,24.758286,1.1574856,0.8258857,4.6029716
2021-04-24,-81,pre_fire,21.110857,40.56914,11.690857,11.602514,281.45966,273.59543,88.18914,56.31154,1.1244571,0.26261714,7.5834284
2021-04-25,-80,pre_fire,11.633142,33.049145,15.297029,12.664799,278.7103,268.8999,96.91554,55.63543,10.865714,0.19890286,6.4501715
2021-04-26,-79,pre_fire,15.094857,35.536,15.0288,12.86,279.99783,268.6847,86.73428,41.66206,0.84491426,0.3089714,4.0216
2021-04-27,-78,pre_fire,43.979427,47.064,13.575201,12.778399,286.58298,271.07495,77.26218,27.511086,0.0,0.6047429,4.1157713
2021-04-28,-77,pre_fire,38.811428,51.770287,11.733601,12.640115,293.61392,272.77625,64.98023,15.474058,0.0,1.106,2.4913142
2021-04-29,-76,pre_fire,44.2,54.401142,10.371886,12.455771,298.72583,277.992,62.557713,15.6736,0.0,1.53648,3.1009142
2021-04-30,-75,pre_fire,45.126858,56.15314,9.366971,12.2328,297.62378,279.4438,59.495655,18.225714,0.0,1.4300686,3.0828571
2021-05-01,-74,pre_fire,48.964573,55.16457,9.129943,12.046399,292.75793,277.16846,65.624916,25.31943,0.07657143,0.97355425,4.3112
2021-05-02,-73,pre_fire,53.752,54.878857,9.596457,11.7483425,288.81943,274.88992,76.02937,32.473145,0.0,0.6690971,4.9461718
2021-05-03,-72,pre_fire,53.75086,57.424,9.332343,11.579886,291.501,274.67316,68.544235,23.731544,0.0,0.89463997,4.455543
2021-05-04,-71,pre_fire,45.58857,58.69943,9.021942,11.434057,294.5637,277.0943,66.57052,22.46937,0.0,1.1065372,2.9547427
2021-05-05,-70,pre_fire,54.88914,59.848,8.750286,11.355542,297.72205,278.51828,67.07405,20.359314,0.0,1.3553828,4.2422857
2021-05-06,-69,pre_fire,61.922287,58.226284,9.138972,11.339658,294.76355,277.59796,76.5656,26.869486,0.0,1.0201257,5.712914
2021-05-07,-68,pre_fire,49.53943,56.065144,9.877829,11.376685,289.36206,274.15533,81.72468,32.035885,0.0,0.67258286,3.9953141
2021-05-08,-67,pre_fire,56.35657,59.094856,9.291086,11.216115,290.4479,273.53656,63.9048,21.706516,0.0,0.8725714,4.596915
2021-05-09,-66,pre_fire,52.886856,59.736,9.105371,10.926857,290.76984,275.55795,66.60423,25.983772,0.0,0.85314286,4.0229716
2021-05-10,-65,pre_fire,59.362286,61.77943,8.636,10.760343,292.14868,275.75247,60.54743,21.554972,0.0,0.9882857,4.705143
2021-05-11,-64,pre_fire,50.987427,64.75771,7.867086,10.562058,294.64,276.81863,49.667767,15.822515,0.0,1.2629143,3.0222857
2021-05-12,-63,pre_fire,52.416,66.18285,7.347086,10.425372,297.36835,279.1689,50.66206,16.093601,0.0,1.4842285,3.0856
2021-05-13,-62,pre_fire,50.681145,66.65257,7.1707435,10.273371,298.47314,280.47406,56.070625,18.555084,0.0027428572,1.5193372,2.8356571
2021-05-14,-61,pre_fire,53.366856,66.00686,7.4036574,10.141485,296.87634,279.55646,64.924225,22.768684,0.0,1.2777371,3.3230853
2021-05-15,-60,pre_fire,3.1177142,44.992,9.465828,10.519315,289.31314,278.41818,70.25108,37.545715,3.519771,0.67757714,3.6694858
2021-05-16,-59,pre_fire,44.274284,58.860573,9.434971,10.357715,294.92834,279.32535,72.06035,28.532799,0.1697143,1.0330743,3.5418284
2021-05-17,-58,pre_fire,54.24914,60.868572,9.561942,10.342286,295.6215,278.86743,76.738625,28.160116,0.0,1.0577029,4.0587425
2021-05-18,-57,pre_fire,57.77714,61.124573,9.436686,10.336457,293.49725,277.64343,72.163086,27.602285,0.0,0.95524573,4.594057
2021-05-19,-56,pre_fire,54.347427,57.026287,10.1072,10.483885,288.76297,272.6655,83.16628,30.48926,0.17725715,0.6525142,5.6652565
2021-05-20,-55,pre_fire,10.155429,43.73943,10.746857,10.750628,278.62766,271.4865,60.65806,41.029713,2.0933714,0.36405715,6.120229
2021-05-21,-54,pre_fire,16.929142,44.538284,11.0048,10.893029,281.0633,272.36456,67.152,40.695312,1.1744001,0.40294856,5.564914
2021-05-22,-53,pre_fire,5.6914287,40.59543,11.807773,11.031428,283.06058,274.5481,73.72834,46.296116,1.9377143,0.40874287,4.2461715
2021-05-23,-52,pre_fire,41.469715,52.962284,11.276,10.952114,287.72287,274.96686,72.54652,33.596687,0.1928,0.62584,3.8625143
2021-05-24,-51,pre_fire,41.216,54.350857,10.796343,10.950286,292.6321,275.62936,75.15931,26.182514,0.2152,0.9042629,3.7012572
2021-05-25,-50,pre_fire,49.885715,55.875427,10.825829,11.023542,290.59796,275.5704,80.47372,32.21977,0.0,0.7263772,4.0241146
2021-05-26,-49,pre_fire,47.561142,59.792,9.817029,10.941372,294.8026,275.6583,65.131195,19.322857,0.0,1.1512915,3.0534854
2021-05-27,-48,pre_fire,52.722286,61.734856,8.914857,10.762172,295.05267,277.85944,57.319656,19.774286,0.0,1.2206744,3.6473145
2021-05-28,-47,pre_fire,44.008,62.012573,8.630057,10.632341,296.57898,279.96307,65.78308,24.083656,0.0,1.2355657,2.386857
2021-05-29,-46,pre_fire,47.046856,63.745144,7.907086,10.296228,298.67584,281.26822,50.71451,17.536915,0.13222857,1.5838743,3.1636572
2021-05-30,-45,pre_fire,55.51314,68.414856,7.164457,10.031199,300.5992,281.9712,46.34469,14.666513,0.0,1.8458513,3.2454855
2021-05-31,-44,pre_fire,55.264,70.504,6.532,9.812572,302.14136,284.22162,42.09074,13.994514,0.0,2.0816686,3.0084574
2021-06-01,-43,pre_fire,55.96343,72.18743,6.093828,9.611315,304.46994,285.98618,42.793488,13.9048,0.0,2.3615541,2.9506283
2021-06-02,-42,pre_fire,51.57257,72.258286,6.0353146,9.480572,304.8599,286.7263,49.9856,17.081257,0.0,2.2909372,2.4342856
2021-06-03,-41,pre_fire,53.994286,72.23428,6.182172,9.334972,304.39474,285.90445,56.178402,18.852571,0.0,2.1347544,2.766057
2021-06-04,-40,pre_fire,59.553143,72.50285,6.3174853,9.184686,303.02286,284.75726,56.838287,19.237026,0.0,1.9580114,3.4723427
2021-06-05,-39,pre_fire,69.06057,73.66628,6.3697143,8.950515,300.83932,281.63382,56.245483,17.22103,0.0,1.7550399,4.5692573
2021-06-06,-38,pre_fire,67.10514,73.50629,6.497028,8.818743,297.0786,279.3143,56.950626,18.969715,0.0,1.3832686,4.385371
2021-06-07,-37,pre_fire,70.837715,72.936,6.6852574,8.753029,294.19693,277.2982,58.659767,20.577032,0.0,1.1414171,4.986057
2021-06-08,-36,pre_fire,70.877716,71.03314,7.103771,8.738743,288.60855,274.9759,61.248116,26.520687,0.0,0.7653828,5.3592
2021-06-09,-35,pre_fire,20.610285,56.33143,8.360229,8.969143,287.35898,273.20193,71.76446,29.933487,1.4961143,0.63544,4.4396567
2021-06-10,-34,pre_fire,42.16,64.36686,8.4488,8.9848,288.92114,273.55792,65.66057,25.089487,0.34400004,0.7576342,3.1969147
2021-06-11,-33,pre_fire,55.63886,66.65372,7.9912004,8.9078865,292.96103,278.1016,52.723427,21.4304,0.18422857,1.0909486,4.654286
2021-06-12,-32,pre_fire,52.856,68.17029,8.488113,8.878629,297.2561,280.21063,76.89109,27.936344,0.0,1.1629943,3.1185145
2021-06-13,-31,pre_fire,65.77828,68.06857,8.608229,8.880914,298.0104,281.99075,71.68606,28.188915,0.0,1.2575772,4.936914
2021-06-14,-30,pre_fire,65.22514,66.01257,8.9822855,8.954399,295.17978,281.51715,74.3832,34.012573,0.0,0.9845028,5.2059426
2021-06-15,-29,pre_fire,58.162285,69.032,8.539543,8.9248,296.74686,279.46835,63.492,22.110971,0.0,1.2807887,3.6500573
2021-06-16,-28,pre_fire,58.395428,72.88,7.748457,8.768,303.20914,280.568,55.736454,13.200458,0.0,2.0576684,3.1418288
2021-06-17,-27,pre_fire,58.970287,76.05143,6.7578287,8.582857,305.90378,284.48114,41.086514,10.584115,0.0,2.595806,2.8972573
2021-06-18,-26,pre_fire,58.752,78.08914,6.0249143,8.404343,306.15256,286.00412,38.25417,10.8128,0.0,2.6814857,2.7115426
2021-06-19,-25,pre_fire,59.436573,78.732574,5.765943,8.194858,306.08594,287.27667,44.484116,14.293371,0.0,2.5623772,2.8158855
2021-06-20,-24,pre_fire,61.586285,79.51543,5.613943,8.037715,305.62033,287.53647,44.38126,15.111772,0.0,2.4900916,3.0318856
2021-06-21,-23,pre_fire,67.482285,80.690285,5.395086,7.876,303.7623,286.93155,39.301144,14.3856,0.00045714286,2.3278515,3.6118855
2021-06-22,-22,pre_fire,63.158855,79.54172,5.610857,7.7890286,300.74744,284.17303,49.665714,18.571657,0.0,1.8004457,3.3252573
2021-06-23,-21,pre_fire,40.85143,72.44914,6.063314,7.7553144,299.55533,283.33646,52.36354,20.030973,0.46491426,1.6437029,2.9902856
2021-06-24,-20,pre_fire,7.4857144,60.35314,6.866057,7.8621716,299.7126,283.5608,60.594856,23.373829,1.0075428,1.5458629,2.100343
2021-06-25,-19,pre_fire,56.91086,77.32229,6.7508574,7.8283424,302.556,284.85028,55.420116,19.52217,0.0,1.9115771,2.7442288
2021-06-26,-18,pre_fire,61.794285,80.64686,6.084,7.6601143,305.2576,288.00653,37.181374,13.195542,0.0,2.5642512,2.9307427
2021-06-27,-17,pre_fire,72.04228,81.802284,5.6669717,7.530172,306.865,290.46826,37.878857,14.428801,0.0,2.8138628,4.0557714
2021-06-28,-16,pre_fire,71.126854,83.03086,5.390401,7.4099426,307.8849,289.63818,39.846172,13.678743,0.0,2.910343,3.8258288
2021-06-29,-15,pre_fire,60.912,83.65028,5.2505145,7.3011427,306.72754,288.55496,41.20343,14.079886,0.0,2.7076457,2.6449142
2021-06-30,-14,pre_fire,71.34743,82.598854,5.462057,7.1966853,304.47336,288.13123,48.313713,18.8184,0.0,2.2557142,4.0216
2021-07-01,-13,pre_fire,65.681145,81.33829,5.8806853,7.1301713,303.56433,287.12308,57.170403,21.557142,0.007885714,2.0167313,3.576
2021-07-02,-12,pre_fire,41.566856,76.43886,6.222628,7.1471996,304.55786,287.03772,56.687084,19.7432,0.3162286,2.1555772,2.163543
2021-07-03,-11,pre_fire,46.528,75.218285,6.422057,7.1509714,305.18985,288.14972,54.346745,19.656343,0.38217145,2.2667427,3.512343
2021-07-04,-10,pre_fire,49.461716,75.30171,6.732685,7.207543,302.31473,286.82297,55.924572,22.10137,0.4905143,1.882983,3.2173715
2021-07-05,-9,pre_fire,57.302856,81.99543,6.332457,7.153943,304.7079,286.09863,46.819885,14.728115,0.0,2.3466742,2.3624
2021-07-06,-8,pre_fire,66.56343,82.97943,5.9860573,7.0926857,305.0375,287.1414,44.0168,14.4992,0.0,2.443314,3.336914
2021-07-07,-7,pre_fire,65.85714,85.01829,5.5385146,6.961828,304.44733,285.7952,38.27234,11.483085,0.0,2.4456117,3.0422857
2021-07-08,-6,pre_fire,70.60686,86.958855,5.1172576,6.8005714,305.13177,285.55692,35.746857,9.896686,0.0,2.5788457,3.3650284
2021-07-09,-5,pre_fire,61.322285,86.744,5.124457,6.713943,307.18756,286.66812,45.7928,12.542057,0.0,2.7231083,2.4461713
2021-07-10,-4,pre_fire,65.66743,87.144,5.054971,6.606971,308.17142,290.14606,41.28263,13.640685,0.0,2.9642172,2.9082282
2021-07-11,-3,pre_fire,71.51428,88.34972,4.8885713,6.488229,308.0104,289.60684,37.908455,11.978857,0.0,3.0059428,3.4151998
2021-07-12,-2,pre_fire,72.732574,90.04686,4.590286,6.3858285,307.94815,288.44308,33.53246,9.365714,0.0,3.072023,3.337143
2021-07-13,-1,pre_fire,69.66057,90.041145,4.538514,6.3052573,306.5162,287.4672,37.384113,10.983542,0.0,2.7686741,3.0781713
2021-07-14,0,active,71.39543,89.02972,4.808914,6.251771,304.37256,284.97864,46.581375,13.680686,0.0,2.3089144,3.4132574
2021-07-15,1,active,75.061714,87.10057,5.280228,6.2333713,301.36536,283.85107,53.046974,17.950287,0.0,1.8500344,4.089371
2021-07-16,2,active,68.69829,88.08572,5.303086,6.1816006,301.08765,283.2922,44.16434,14.152114,0.0,1.9395771,3.2145143
2021-07-17,3,active,70.2,89.29486,5.1773715,6.1067433,302.90744,283.50195,41.616917,11.869486,0.0,2.1932116,3.2242286
2021-07-18,4,active,69.52571,89.568,5.1458282,6.0483427,304.85257,284.9961,43.8632,12.2152,0.0,2.4216685,3.144457
2021-07-19,5,active,69.70057,87.99543,5.0736,6.0201144,303.23074,289.0129,36.72297,15.220343,0.009371429,2.34936,3.5113144
2021-07-20,6,active,72.17714,88.096,5.3556576,6.034172,302.00592,284.81726,49.517372,16.78297,0.0,1.9796115,3.6704
2021-07-21,7,active,74.542854,89.63771,5.2328,5.978629,302.4751,283.88696,41.23474,12.233829,0.0,2.1546743,3.669143
2021-07-22,8,active,73.71543,91.264,4.9096,5.872343,302.34607,284.7681,33.347427,10.301943,0.0,2.2580914,3.4101713
2021-07-23,9,active,65.45486,91.33943,4.8505144,5.810743,303.98477,285.5905,38.920227,11.715428,0.0,2.3965256,2.5925715
2021-07-24,10,active,69.44,92.054855,4.7269716,5.7385144,305.9148,287.67578,36.427658,11.285942,0.0,2.707097,2.936457
2021-07-25,11,active,67.22971,91.893715,4.7121143,5.6794286,305.15756,289.0224,36.41223,13.239085,0.0,2.6160343,2.7747428
2021-07-26,12,active,72.625145,89.690285,4.8498282,5.6714287,303.09885,290.64343,37.011425,17.379086,0.0012571429,2.3525598,3.720457
2021-07-27,13,active,46.786285,76.470856,6.0951996,5.837257,295.14972,283.45236,59.46663,29.831772,0.56034285,1.1687313,4.161371
2021-07-28,14,active,62.610287,87.77371,6.0884576,5.8475423,303.42435,284.21097,52.312916,15.5904,0.0,2.1090057,2.62
2021-07-29,15,active,51.838856,84.76914,5.9235425,5.8494854,304.87985,287.58835,42.32183,14.525714,0.26388574,2.4498973,2.4686859
2021-07-30,16,active,56.218285,86.22514,5.8543997,5.8512,301.85464,290.47098,39.67017,20.234743,0.048914284,2.1396456,2.3356571
2021-07-31,17,active,49.273144,80.24114,6.206743,5.955771,301.377,288.07944,45.749485,20.577257,0.65085715,1.9533828,3.2972572
2021-08-01,18,active,58.62857,86.265144,6.234857,5.9884577,302.63715,287.13257,51.570625,18.353943,0.00045714286,2.0486858,2.3254857
